PPTYP,PPTYPT,PPGROUP,PPGROUPT,PAYPLAN,PAYPLANT,PPGRD
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-13
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-14
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-15
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-16
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-17
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XL,XL-LEADER SPECIAL SCHEDULE PRINTING EMPLOYEE,XL-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XL,XL-LEADER SPECIAL SCHEDULE PRINTING EMPLOYEE,XL-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XL,XL-LEADER SPECIAL SCHEDULE PRINTING EMPLOYEE,XL-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XL,XL-LEADER SPECIAL SCHEDULE PRINTING EMPLOYEE,XL-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XL,XL-LEADER SPECIAL SCHEDULE PRINTING EMPLOYEE,XL-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XS,XS-SUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XS-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XS,XS-SUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XS-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XS,XS-SUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XS-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XS,XS-SUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XS-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XS,XS-SUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XS-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XS,XS-SUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XS-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XS,XS-SUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XS-14
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,BB,BB-NONSUPERVISORY - NEGOTIATED PAY EMPLOYEES,BB-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,BL,BL-LEADER - NEGOTIATED PAY EMPLOYEES,BL-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,BP,BP-PRINTING AND LITHOGRAPHIC - NEGOTIATED PAY EMPLOYEES,BP-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,BS,BS-SUPERVISORY - NEGOTIATED PAY EMPLOYEES,BS-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FF,FF-NONSUPERVISORY PRODUCTION FACILITATORS,FF-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FL,FL-WAGE LEADERS (SIMILAR TO THE LEADER PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FL-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FL,FL-WAGE LEADERS (SIMILAR TO THE LEADER PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FL-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FL,FL-WAGE LEADERS (SIMILAR TO THE LEADER PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FL-09
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FL,FL-WAGE LEADERS (SIMILAR TO THE LEADER PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FL-10
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FL,FL-WAGE LEADERS (SIMILAR TO THE LEADER PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FL-11
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FL,FL-WAGE LEADERS (SIMILAR TO THE LEADER PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FL-12
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FL,FL-WAGE LEADERS (SIMILAR TO THE LEADER PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FL-14
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FS,FS-WAGE SUPERVISORS (SIMILAR TO THE SUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FS-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FS,FS-WAGE SUPERVISORS (SIMILAR TO THE SUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FS-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FS,FS-WAGE SUPERVISORS (SIMILAR TO THE SUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FS-10
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FS,FS-WAGE SUPERVISORS (SIMILAR TO THE SUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FS-13
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FS,FS-WAGE SUPERVISORS (SIMILAR TO THE SUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FS-15
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-09
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-10
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-11
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-12
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-14
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KA,KA-KIESS ACT,KA-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KA,KA-KIESS ACT,KA-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KA,KA-KIESS ACT,KA-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KA,KA-KIESS ACT,KA-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KA,KA-KIESS ACT,KA-04
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KA,KA-KIESS ACT,KA-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KA,KA-KIESS ACT,KA-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KA,KA-KIESS ACT,KA-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-04
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KL,KL-NON-CRAFT - LEADER,KL-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KL,KL-NON-CRAFT - LEADER,KL-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KL,KL-NON-CRAFT - LEADER,KL-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KL,KL-NON-CRAFT - LEADER,KL-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KL,KL-NON-CRAFT - LEADER,KL-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KL,KL-NON-CRAFT - LEADER,KL-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KL,KL-NON-CRAFT - LEADER,KL-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-04
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-09
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,SZ,SZ-CANAL ZONE SPECIAL CATEGORY-TYPE POSITIONS,SZ-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,SZ,SZ-CANAL ZONE SPECIAL CATEGORY-TYPE POSITIONS,SZ-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,SZ,SZ-CANAL ZONE SPECIAL CATEGORY-TYPE POSITIONS,SZ-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,SZ,SZ-CANAL ZONE SPECIAL CATEGORY-TYPE POSITIONS,SZ-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,SZ,SZ-CANAL ZONE SPECIAL CATEGORY-TYPE POSITIONS,SZ-04
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,SZ,SZ-CANAL ZONE SPECIAL CATEGORY-TYPE POSITIONS,SZ-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,SZ,SZ-CANAL ZONE SPECIAL CATEGORY-TYPE POSITIONS,SZ-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WE,WE-CURRENCY MANUFACTURING,WE-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-04
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-09
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-10
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-11
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-12
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-13
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-14
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-15
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-21
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-24
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-25
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-26
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-27
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-28
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-29
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-04
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-09
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-10
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-11
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-12
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-13
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-14
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-15
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-16
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WZ,WZ-CANAL ZONE WAGE SYSTEM-TYPE POSITIONS,WZ-17
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-07
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-08
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-09
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-10
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-11
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-12
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-13
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-14
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-15
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-16
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-17
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-18
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-21
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-22
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-23
