AGYTYP,AGYTYPT,AGY,AGYT,AGYSUB,AGYSUBT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHB,VAHB-DEPUTY ASSISTANT SECRETARY FOR POLICY
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHC,VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHD,VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAJA,VAJA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAJB,VAJB-DEPUTY ASSISTANT SECRETARY FOR INTERGOVERNMENTAL AFFAIRS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAJC,VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAKA,VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAKB,VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VALA,VALA-VETERANS BENEFITS ADMINISTRATION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAPA,VAPA-NATIONAL CEMETERY SYSTEM
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VATA,VATA-VETERANS HEALTH ADMINISTRATION
2,Large Independent Agencies (1000 or more employees),AM,AM-U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT,AMAG,AMAG-AGENCY FOR INTERNATIONAL DEVELOPMENT
2,Large Independent Agencies (1000 or more employees),AM,AM-U.S. INTERNATIONAL DEVELOPMENT COOPERATION AGENCY,AMAG,AMAG-AGENCY FOR INTERNATIONAL DEVELOPMENT
2,Large Independent Agencies (1000 or more employees),AM,AM-U.S. INTERNATIONAL DEVELOPMENT COOPERATION AGENCY,AMPC,AMPC-OVERSEAS PRIVATE INVESTMENT CORPORATION
2,Large Independent Agencies (1000 or more employees),AM,AM-U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT,AMPC,AMPC-OVERSEAS PRIVATE INVESTMENT CORPORATION
2,Large Independent Agencies (1000 or more employees),EE,EE-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,EE00,EE00-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION
2,Large Independent Agencies (1000 or more employees),EM,EM-FEDERAL EMERGENCY MANAGEMENT AGENCY,EM00,EM00-FEDERAL EMERGENCY MANAGEMENT AGENCY
2,Large Independent Agencies (1000 or more employees),EP,EP-ENVIRONMENTAL PROTECTION AGENCY,EP00,EP00-ENVIRONMENTAL PROTECTION AGENCY
2,Large Independent Agencies (1000 or more employees),FC,FC-FEDERAL COMMUNICATIONS COMMISSION,FC00,FC00-FEDERAL COMMUNICATIONS COMMISSION
2,Large Independent Agencies (1000 or more employees),FD,FD-FEDERAL DEPOSIT INSURANCE CORPORATION,FD00,FD00-FEDERAL DEPOSIT INSURANCE CORPORATION
2,Large Independent Agencies (1000 or more employees),FT,FT-FEDERAL TRADE COMMISSION,FT00,FT00-FEDERAL TRADE COMMISSION
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS**,GS**-UNSPECIFIED
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS01,GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS03,GS03-PUBLIC BUILDINGS SERVICE
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS04,GS04-OFFICE OF CIVIL RIGHTS
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS10,GS10-OFFICE OF ENTERPRISE DEVELOPMENT
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS11,GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS12,GS12-OFFICE OF GENERAL COUNSEL
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS13,GS13-GSA BOARD OF CONTRACT APPEALS
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS14,GS14-OFFICE OF MANAGEMENT AND WORKPLACE PROGRAMS
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS15,GS15-OFFICE OF INSPECTOR GENERAL
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS19,GS19-OFFICE OF COMMUNICATIONS
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS20,GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS22,GS22-OFFICES OF THE REGIONAL ADMINISTRATORS
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS24,GS24-FEDERAL SUPPLY SERVICE
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS26,"GS26-OFFICE OF POLICY, PLANNING, AND EVALUATION"
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS27,GS27-FEDERAL TECHNOLOGY SERVICE
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS28,GS28-OFFICE OF THE CHIEF INFORMATION OFFICER
2,Large Independent Agencies (1000 or more employees),IB,IB-U.S. INFORMATION AGENCY,IB00,IB00-U.S. INFORMATION AGENCY
2,Large Independent Agencies (1000 or more employees),IB,IB-INTERNATIONAL COMMUNICATION AGENCY,IB00,IB00-U.S. INFORMATION AGENCY
2,Large Independent Agencies (1000 or more employees),LP,LP-GOVERNMENT PRINTING OFFICE,LP00,LP00-GOVERNMENT PRINTING OFFICE
2,Large Independent Agencies (1000 or more employees),NF,NF-NATIONAL SCIENCE FOUNDATION,NF00,NF00-NATIONAL SCIENCE FOUNDATION
2,Large Independent Agencies (1000 or more employees),NL,NL-NATIONAL LABOR RELATIONS BOARD,NL00,NL00-NATIONAL LABOR RELATIONS BOARD
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN10,"NN10-HEADQUARTERS, NASA"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN21,NN21-AMES RESEARCH CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN22,NN22-LEWIS RESEARCH CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN23,NN23-LANGLEY RESEARCH CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN24,NN24-DRYDEN FLIGHT RESEARCH CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN51,NN51-GODDARD SPACE FLIGHT CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN62,NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN64,NN64-JOHN C. STENNIS SPACE CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN72,NN72-LYNDON B. JOHNSON SPACE CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN76,NN76-JOHN F. KENNEDY SPACE CENTER
2,Large Independent Agencies (1000 or more employees),NQ,NQ-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,NQ00,NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION
2,Large Independent Agencies (1000 or more employees),NU,NU-NUCLEAR REGULATORY COMMISSION,NU00,NU00-NUCLEAR REGULATORY COMMISSION
2,Large Independent Agencies (1000 or more employees),OM,OM-OFFICE OF PERSONNEL MANAGEMENT,OM00,OM00-OFFICE OF PERSONNEL MANAGEMENT
2,Large Independent Agencies (1000 or more employees),RR,RR-RAILROAD RETIREMENT BOARD,RR00,RR00-RAILROAD RETIREMENT BOARD
2,Large Independent Agencies (1000 or more employees),SB,SB-SMALL BUSINESS ADMINISTRATION,SB00,SB00-SMALL BUSINESS ADMINISTRATION
2,Large Independent Agencies (1000 or more employees),SE,SE-SECURITIES AND EXCHANGE COMMISSION,SE00,SE00-SECURITIES AND EXCHANGE COMMISSION
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM01,SM01-NATIONAL GALLERY OF ART
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM02,SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM03,SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES)
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM04,SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS
2,Large Independent Agencies (1000 or more employees),SZ,SZ-SOCIAL SECURITY ADMINISTRATION,SZ00,SZ00-SOCIAL SECURITY ADMINISTRATION
3,Medium Independent Agencies (100-999 employees),AD,AD-U.S. ARMS CONTROL AND DISARMAMENT AGENCY,AD00,AD00-U.S. ARMS CONTROL AND DISARMAMENT AGENCY
3,Medium Independent Agencies (100-999 employees),AH,AH-NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,AH01,AH01-NATIONAL ENDOWMENT FOR THE ARTS
3,Medium Independent Agencies (100-999 employees),AH,AH-NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,AH02,AH02-NATIONAL ENDOWMENT FOR THE HUMANITIES
3,Medium Independent Agencies (100-999 employees),AH,AH-NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,AH03,AH03-INSTITUTE OF MUSEUM SERVICES
3,Medium Independent Agencies (100-999 employees),AU,AU-FEDERAL LABOR RELATIONS AUTHORITY,AU00,AU00-FEDERAL LABOR RELATIONS AUTHORITY
3,Medium Independent Agencies (100-999 employees),BD,BD-MERIT SYSTEMS PROTECTION BOARD,BD00,BD00-MERIT SYSTEMS PROTECTION BOARD
3,Medium Independent Agencies (100-999 employees),BF,BF-DEFENSE NUCLEAR FACILITIES SAFETY BOARD,BF00,BF00-DEFENSE NUCLEAR FACILITIES SAFETY BOARD
3,Medium Independent Agencies (100-999 employees),BG,BG-PENSION BENEFIT GUARANTY CORPORATION,BG00,BG00-PENSION BENEFIT GUARANTY CORPORATION
3,Medium Independent Agencies (100-999 employees),BO,BO-OFFICE OF MANAGEMENT AND BUDGET,BO00,BO00-OFFICE OF MANAGEMENT AND BUDGET
3,Medium Independent Agencies (100-999 employees),CT,CT-COMMODITY FUTURES TRADING COMMISSION,CT00,CT00-COMMODITY FUTURES TRADING COMMISSION
3,Medium Independent Agencies (100-999 employees),CU,CU-NATIONAL CREDIT UNION ADMINISTRATION,CU00,CU00-NATIONAL CREDIT UNION ADMINISTRATION
3,Medium Independent Agencies (100-999 employees),EB,EB-EXPORT-IMPORT BANK OF THE UNITED STATES,EB00,EB00-EXPORT-IMPORT BANK OF THE UNITED STATES
3,Medium Independent Agencies (100-999 employees),EC,EC-OFFICE OF ADMINISTRATION,EC00,EC00-OFFICE OF ADMINISTRATION
3,Medium Independent Agencies (100-999 employees),FL,FL-FARM CREDIT ADMINISTRATION,FL00,FL00-FARM CREDIT ADMINISTRATION
3,Medium Independent Agencies (100-999 employees),FM,FM-FEDERAL MEDIATION AND CONCILIATION SERVICE,FM00,FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE
3,Medium Independent Agencies (100-999 employees),FY,FY-FEDERAL HOUSING FINANCE BOARD,FY00,FY00-FEDERAL HOUSING FINANCE BOARD
3,Medium Independent Agencies (100-999 employees),GW,GW-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,GW00,GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO
3,Medium Independent Agencies (100-999 employees),HD,HD-U.S. HOLOCAUST MEMORIAL COUNCIL,HD00,HD00-U.S. HOLOCAUST MEMORIAL COUNCIL
3,Medium Independent Agencies (100-999 employees),KS,KS-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,KS00,KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE
3,Medium Independent Agencies (100-999 employees),LF,LF-FEDERAL ELECTION COMMISSION,LF00,LF00-FEDERAL ELECTION COMMISSION
3,Medium Independent Agencies (100-999 employees),LT,LT-U.S. TAX COURT,LT00,LT00-U.S. TAX COURT
3,Medium Independent Agencies (100-999 employees),MC,MC-FEDERAL MARITIME COMMISSION,MC00,MC00-FEDERAL MARITIME COMMISSION
3,Medium Independent Agencies (100-999 employees),PC,PC-PANAMA CANAL COMPANY,PC00,PC00-PANAMA CANAL COMMISSION
3,Medium Independent Agencies (100-999 employees),PC,PC-PANAMA CANAL COMMISSION,PC00,PC00-PANAMA CANAL COMMISSION
3,Medium Independent Agencies (100-999 employees),PU,PU-PEACE CORPS,PU00,PU00-PEACE CORPS
3,Medium Independent Agencies (100-999 employees),QQ,QQ-OFFICE OF NATIONAL DRUG CONTROL POLICY,QQ00,QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY
3,Medium Independent Agencies (100-999 employees),RF,RF-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,RF00,RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD
3,Medium Independent Agencies (100-999 employees),RH,RH-ARMED FORCES RETIREMENT HOME,RH01,RH01-NAVAL HOME
3,Medium Independent Agencies (100-999 employees),RH,RH-ARMED FORCES RETIREMENT HOME,RH02,RH02-U.S. SOLDIERS' AND AIRMEN'S HOME
3,Medium Independent Agencies (100-999 employees),SK,SK-CONSUMER PRODUCT SAFETY COMMISSION,SK00,SK00-CONSUMER PRODUCT SAFETY COMMISSION
3,Medium Independent Agencies (100-999 employees),SS,SS-SELECTIVE SERVICE SYSTEM,SS00,SS00-SELECTIVE SERVICE SYSTEM
3,Medium Independent Agencies (100-999 employees),TB,TB-NATIONAL TRANSPORTATION SAFETY BOARD,TB00,TB00-NATIONAL TRANSPORTATION SAFETY BOARD
3,Medium Independent Agencies (100-999 employees),TC,TC-U.S. TARIFF COMMISSION,TC00,TC00-U.S. INTERNATIONAL TRADE COMMISSION
3,Medium Independent Agencies (100-999 employees),TC,TC-U.S. INTERNATIONAL TRADE COMMISSION,TC00,TC00-U.S. INTERNATIONAL TRADE COMMISSION
3,Medium Independent Agencies (100-999 employees),TN,TN-OFFICE OF THE U.S. TRADE REPRESENTATIVE,TN00,TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE
3,Medium Independent Agencies (100-999 employees),TN,TN-OFFICE OF THE SPECIAL REPRESENTATIVE FOR TRADE NEGOTIATIONS,TN00,TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE
4,Small Independent Agencies (less than 100 employees),AB,AB-AMERICAN BATTLE MONUMENTS COMMISSION,AB00,AB00-AMERICAN BATTLE MONUMENTS COMMISSION
4,Small Independent Agencies (less than 100 employees),AC,AC-ADVISORY COMMISSION ON INTERGOVERNMENTAL RELATIONS,AC00,AC00-ADVISORY COMMISSION ON INTERGOVERNMENTAL RELATIONS
4,Small Independent Agencies (less than 100 employees),AI,AI-U.S. INSTITUTE OF PEACE,AI00,AI00-U.S. INSTITUTE OF PEACE
4,Small Independent Agencies (less than 100 employees),AN,AN-AFRICAN DEVELOPMENT FOUNDATION,AN00,AN00-AFRICAN DEVELOPMENT FOUNDATION
4,Small Independent Agencies (less than 100 employees),AP,AP-APPALACHIAN REGIONAL COMMISSION,AP00,AP00-APPALACHIAN REGIONAL COMMISSION
4,Small Independent Agencies (less than 100 employees),AW,AW-ARCTIC RESEARCH COMMISSION,AW00,AW00-ARCTIC RESEARCH COMMISSION
4,Small Independent Agencies (less than 100 employees),BK,BK-JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,BK00,BK00-JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION
4,Small Independent Agencies (less than 100 employees),BT,BT-ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD,BT00,BT00-ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD
4,Small Independent Agencies (less than 100 employees),BW,BW-NUCLEAR WASTE TECHNICAL REVIEW BOARD,BW00,BW00-NUCLEAR WASTE TECHNICAL REVIEW BOARD
4,Small Independent Agencies (less than 100 employees),BZ,BZ-CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,BZ00,BZ00-CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION
4,Small Independent Agencies (less than 100 employees),CC,CC-COMMISSION ON CIVIL RIGHTS,CC00,CC00-COMMISSION ON CIVIL RIGHTS
4,Small Independent Agencies (less than 100 employees),CE,CE-COUNCIL OF ECONOMIC ADVISERS,CE00,CE00-COUNCIL OF ECONOMIC ADVISERS
4,Small Independent Agencies (less than 100 employees),CF,CF-COMMISSION OF FINE ARTS,CF00,CF00-COMMISSION OF FINE ARTS
4,Small Independent Agencies (less than 100 employees),CG,CG-COMMISSION ON CENTRAL INTELLIGENCE AGENCY ACTIVITIES WITHIN THE UNITED STAT,CG00,CG00-NATIONAL EDUCATION GOALS PANEL
4,Small Independent Agencies (less than 100 employees),CG,CG-NATIONAL EDUCATION GOALS PANEL,CG00,CG00-NATIONAL EDUCATION GOALS PANEL
4,Small Independent Agencies (less than 100 employees),CX,CX-NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE,CX00,CX00-NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE
4,Small Independent Agencies (less than 100 employees),EK,EK-ASSASSINATIONS RECORDS REVIEW BOARD/JOHN F. KENNEDY ASSASSINATION RECORDS R,EK00,EK00-ASSASSINATIONS RECORDS REVIEW BOARD/JOHN F. KENNEDY ASSASSINATION RECORDS REVIEW BOARD
4,Small Independent Agencies (less than 100 employees),EO,EO-MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY,EO00,EO00-MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION
4,Small Independent Agencies (less than 100 employees),EQ,EQ-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY,EQ00,EQ00-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY
4,Small Independent Agencies (less than 100 employees),EQ,EQ-COUNCIL ON ENVIRONMENTAL QUALITY,EQ00,EQ00-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY
4,Small Independent Agencies (less than 100 employees),EV,EV-CIVIL LIBERTIES PUBLIC EDUCATION FUND BOARD,EV00,EV00-CIVIL LIBERTIES PUBLIC EDUCATION FUND BOARD
4,Small Independent Agencies (less than 100 employees),EW,EW-TRADE AND DEVELOPMENT AGENCY,EW00,EW00-TRADE AND DEVELOPMENT AGENCY
4,Small Independent Agencies (less than 100 employees),EX,EX-EXECUTIVE RESIDENCE AT THE WHITE HOUSE,EX00,EX00-EXECUTIVE RESIDENCE AT THE WHITE HOUSE
4,Small Independent Agencies (less than 100 employees),EX,EX-EXECUTIVE MANSION AND GROUNDS,EX00,EX00-EXECUTIVE RESIDENCE AT THE WHITE HOUSE
4,Small Independent Agencies (less than 100 employees),FI,FI-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,FI00,FI00-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL
4,Small Independent Agencies (less than 100 employees),FJ,FJ-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,FJ00,FJ00-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD
4,Small Independent Agencies (less than 100 employees),FK,FK-FARM CREDIT SYSTEM INSURANCE CORPORATION,FK00,FK00-FARM CREDIT SYSTEM INSURANCE CORPORATION
4,Small Independent Agencies (less than 100 employees),FW,FW-OFFICE OF SPECIAL COUNSEL,FW00,FW00-OFFICE OF SPECIAL COUNSEL
4,Small Independent Agencies (less than 100 employees),GE,GE-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,GE00,GE00-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION
4,Small Independent Agencies (less than 100 employees),GG,GG-OFFICE OF GOVERNMENT ETHICS,GG00,GG00-OFFICE OF GOVERNMENT ETHICS
4,Small Independent Agencies (less than 100 employees),GX,GX-INTERNATIONAL BOUNDARY COMMISSION:  UNITED STATES AND CANADA,GX00,GX00-INTERNATIONAL BOUNDARY COMMISSION:  UNITED STATES AND CANADA
4,Small Independent Agencies (less than 100 employees),GY,GY-INTERNATIONAL JOINT COMMISSION:  UNITED STATES AND CANADA,GY00,GY00-INTERNATIONAL JOINT COMMISSION:  UNITED STATES AND CANADA
4,Small Independent Agencies (less than 100 employees),HB,HB-COMMITTEE FOR PURCHASE OF PRODUCTS AND SERVICES OF THE BLIND AND OTHER SEVE,HB00,HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED
4,Small Independent Agencies (less than 100 employees),HB,HB-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,HB00,HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED
4,Small Independent Agencies (less than 100 employees),HP,HP-ADVISORY COUNCIL ON HISTORIC PRESERVATION,HP00,HP00-ADVISORY COUNCIL ON HISTORIC PRESERVATION
4,Small Independent Agencies (less than 100 employees),HT,HT-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,HT00,HT00-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION
4,Small Independent Agencies (less than 100 employees),IF,IF-INTER-AMERICAN FOUNDATION,IF00,IF00-INTER-AMERICAN FOUNDATION
4,Small Independent Agencies (less than 100 employees),MA,MA-MARINE MAMMAL COMMISSION,MA00,MA00-MARINE MAMMAL COMMISSION
4,Small Independent Agencies (less than 100 employees),NK,NK-NATIONAL COUNCIL ON THE HANDICAPPED,NK00,NK00-NATIONAL COUNCIL ON DISABILITY
4,Small Independent Agencies (less than 100 employees),NK,NK-NATIONAL COUNCIL ON DISABILITY,NK00,NK00-NATIONAL COUNCIL ON DISABILITY
4,Small Independent Agencies (less than 100 employees),NM,NM-NATIONAL MEDIATION BOARD,NM00,NM00-NATIONAL MEDIATION BOARD
4,Small Independent Agencies (less than 100 employees),NP,NP-NATIONAL CAPITAL PLANNING COMMISSION,NP00,NP00-NATIONAL CAPITAL PLANNING COMMISSION
4,Small Independent Agencies (less than 100 employees),NS,NS-NATIONAL SECURITY COUNCIL,NS00,NS00-NATIONAL SECURITY COUNCIL
4,Small Independent Agencies (less than 100 employees),OS,OS-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,OS00,OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION
4,Small Independent Agencies (less than 100 employees),RE,RE-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,RE00,RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION
4,Small Independent Agencies (less than 100 employees),RE,RE-NAVAJO AND HOPI INDIAN RELOCATION COMMISSION,RE00,RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION
4,Small Independent Agencies (less than 100 employees),RS,RS-UNKNOWN,RS00,RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION
4,Small Independent Agencies (less than 100 employees),RS,RS-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,RS00,RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION
4,Small Independent Agencies (less than 100 employees),TS,TS-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,TS00,TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY
4,Small Independent Agencies (less than 100 employees),UJ,UJ-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,UJ00,UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION
4,Small Independent Agencies (less than 100 employees),UT,UT-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,UT00,UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION
4,Small Independent Agencies (less than 100 employees),ZI,ZI-NATIONAL GAMBLING IMPACT STUDY COMMISSION,ZI00,ZI00-NATIONAL GAMBLING IMPACT STUDY COMMISSION
4,Small Independent Agencies (less than 100 employees),ZK,ZK-COMMISSION ON THE ADVANCEMENT OF FEDERAL LAW ENFORCEMENT,ZK00,ZK00-COMMISSION ON THE ADVANCEMENT OF FEDERAL LAW ENFORCEMENT
4,Small Independent Agencies (less than 100 employees),ZL,ZL-MEDICARE PAYMENT ADVISORY COMMISSION,ZL00,ZL00-MEDICARE PAYMENT ADVISORY COMMISSION
